text|label|family
A.O. Cukwurah's excellent work The Settlement of Boundary Disputes in International Law considers this aspect carefully. |1|PostRevisionism
In this way our influence and knowledge would increase, and the time would soon come for a step forward and the establishment of a temporary new headquarters yet further north.@l Andrew Clow was in full agreement with the policy proposed by Mills.|0|PostRevisionism
It enquired 'as it will be necessary to propose a definite frontier line to China on the north, should the line of the China outposts extend from Aktash through Onkal Gazkal Bozoi to Largar, the Afghan outpost, or access the great Pamir through 10 Ibid., Nos 225–45, K.W. 4. 11 FDSF, October 1890, Nos 141–70. |1|PostRevisionism
Mr. Bell has informed you that such details will be settled in a friendly spirit, when you have furnished him the further information, which you have promised. |0|Traditional
The Indian Government, when they heard of this action, expressed themselves in favour of the Chinese filling up the 'noman'sland' beyond the Karakoram, as having no desire that the Kashmir Durbar should assume control over this tract, and as seeing no reason to remonstrate with the Chinese over the erection of these boundary marks, though they could not regard them as having any international value, the demarcation not having been undertaken by . . .|1|Revisionism
The total outlay on  national defence  during the first five year plan.|0|Traditional
They were neither willing nor, in all probability, able to do anything about the obstacles in the way of free IndoTibetan trade which the British Trade Agent from time to time brought to their attention. |1|Revisionism
Khrushchev gave the CPR only token support in its security crisis of the spring of 1962.|0|Europe&America
In other words, the Prime Minister thought that either considerations of defence (as the Peking communique claimed) or proddings of cold war should have actuated the Chinese conquest of the Roof of the World. |0|Traditional
In a speech given at a rally held in Peking on the following day, Liu Ningyi rejoiced that While the just patriotic struggle of the South Korean people against the fascist rule of the U.S.-Rhee clique is surging onward, a new mounting upsurge has emerged in the Japanese people's struggle against the JapanU.S. military alliance.33 |1|Europe&America
In December and January, the Vietnam People's Army (VPA) invaded central and southern Laos.32|1|Europe&America
With regard to the Chinese boundary claims implicit in this catalogue, the statement continued by saying that when we deal with various imperialist countries, we take differing circumstances into consideration and make distinctions in our policy.|1|Europe&America
Among the most important features of this convention was an arrangement whereby a small passable and cultivable area, usually known as the Namwan Assigned Tract (not far southeast of Bhamo, at the tip of a salient of Chinese territory jutting into Burma), was perpetually leased to Britain by China.3 After this the demarcation of the frontier south of the high conical peak got under way, and by 1900 all of it had been demarcated except for a stretch about 200 miles long separating the Wa State (in Burma) from Yunnan.|1|Europe&America
Not that India felt no concern about it; the Indian notes sent to Peking in the last week of October, 1950, make it abundantly clear that she was anxious about the continuance of Tibetan autonomy.|0|Traditional
This otherwise puzzling silence can be construed only as China's acquiescence in India's filling out to the McMahon Line. |1|Revisionism
The latter represented that the raid which they had committed originated from the Beheas having resisted their demands of the posa and that the outrage at Bordhun Bhuyan was an act of retaliation for the attack on their village in the former expedition in which their properties had been destroyed and several people killed. |0|PostRevisionism
The death of Nehru is presumably expected to facilitate this process. |1|Europe&America
There it lay in limbo until 1911, when two proposals were made for its revival.|1|Revisionism
… Our maps show that the McMahon Line is our boundary and that is our boundary-map or no map.|1|PostRevisionism
From long experience it knew that the flag followed trade in such circumstances, and that traffic through such wild country, with a potentially hostile population, would almost inevitably entail escorts and punitive expeditions.|1|Revisionism
You will hold on to your present positions to the best of your ability.|1|Revisionism
The same Chinese official, reaffirming his government's stand in a further communication to the British government a week later pointed out that there was ''an ancient frontier'' between Ladakh and Tibet and that it was unnecessary to establish any other.|0|Traditional
Before similarly summarising the ele-ments of the approach evolved for India by Jawaharlal Nehru and his advisers in the first years after independence, it is relevant to consider the character and historical context of Indian nationalism, which had a powerful and pervasive effect on the Nehru government's approach to the problem of settlement of the Sino-Indian boundaries. |1|Revisionism
In that context, to strengthen Pakistan's defenses so as to deter Indian attack could have been seen in Washington as a contribution to greater stability in South Asia?as well, of course, as a contribution to the contain communism pro gram of Dulles expressed in the CENTO and SEATO alliances. |1|Revisionism
It may be objected that if Stalin had not taken the main initiative in starting the Korean War, this fact would have 59 Chow Chingwen (op. cit., p. 82) describes another, unpublished speech by Mao at about the same time as follows: He declared vehemently, raising his right hand high in the air, 'Everyone of the Chinese officers and soldiers captured in Korea must be repatriated!'|1|Europe&America
Similar 'New Dominions', in effect, the Chinese now set out to build in Mongolia and Tibet. |1|Revisionism
The question arises is Beijing perceiving a potential for a SinoIndian conflict over Nepal in future? |0|PostRevisionism
As the CPC has made abundantly clear since Stalin began to be publicly attacked in the Soviet Union in 1956, the CPC regards him as a legitimate continuator of MarxismLeninism and as a major statesman who displayed both greater resolution and greater restraint in action in the struggle against imperialism than his successors have displayed.39 As the CPC was later to urge Khrushchev to be, Stalin was strategically bold and tactically cautious. |0|Europe&America
Curzon's ideas on countering Russia by a British military occupation of Persian Seistan or the lower Helmand Valley in Afghanistan were not welcomed in Whitehall. 3 In November 1903 Lansdowne, the Foreign Secretary, and Hardinge, then Assistant UnderSecretary at the Foreign Office and soon to be British Ambassador at St. Petersburg, explored in a series of talks with Benckendorff, the Russian Ambassador in London, some of the theoretical aspects of a general AngloRussian settlement of Eastern disputes.|1|Revisionism
M o r e o v e r , b y its class nature, the big bourgeoisie has a certain urge for outward expansion . . .|0|PostRevisionism
He built another langar just on the southern side of the Khitai Pass, also within the present Indian claim line and over which the modern SinkiangTibet motor road is said to run. |1|Revisionism
The timing of the meeting during the Geneva Conference on IndoChina, which showed one of the rare detentes between East and Westadded to its importance, but also provided a stimulus to reach agreement.|0|Europe&America
Following his visit to India in February 1942 Chiang Kaishek strongly pleaded with the American, government to exert pressure on the British to relax their hold on India.|0|Traditional
The aims of anticolonialism and of preventing the growth of tension between the great powers could normally take precedence over the preoccupation with Kashmir.|0|Europe&America
It should be noted that during the IndoChinese negotiations on the border in 1960, the Chinese produced some documents in the possession of the Tibetans which providing more information.|0|Traditional
He urged the British governors to enter into the full spirit of this struggle.|0|PostRevisionism
While the army continues to take the lion's share of the Indian defense budget, both the air force and the navy have been considerably expanded since the mid1970s. |0|PostRevisionism
Arrival of the news in Lhasa was followed by a mutiny of the Chinese troops.|1|PostRevisionism
In the meanwhile all we can say is that we are not sorry to notice indications of activity on the part of the Chinese.|1|PostRevisionism
Parliament was on the alert for any concession by Nehru that would forec lose such moves by India-hence the demand the Jan Sangh delivered to him on the eve of the meeting that ^nothing will be done to limit our right to take all necessary measures to liberate Chineseoccupied areas.'|1|Revisionism
Meanwhile the Soviet Union wanted to enhance its own influence at the expense of both. |1|Europe&America
Althoqh there is no express lyroviszon tecognising this frontier |0|Traditional
In Us book Kaul quotes this signal and blames Pathania for the debacle, saying that the latter's orders to withdraw from Se La were 'against the spirit o|1|Revisionism
But this does not mean that we should recognise the claim of China on Tibet.|0|Traditional
At a press conference in Calcutta that day, Nehru said that he did not think there was any 'major idea' behind the Chinese iincursions into Indian territory.|1|Revisionism
The Bolshevik revolution had made a deep impression on Nehru and created in his mind an emotional and intellectual link between Soviet Communism and the Indian national movement.|1|Revisionism
Despite the air of nonchalance,Nehru's unease was obvious: Supposing we publish a map showing Tibet as part of India, how would China feel about it?|0|PostRevisionism
(3) Negotiations should be begun with the object of causing the substitution of Monba for Tibetan religious officials in Tawang monastery and of placing the contributions to the monastery on a kn own.|1|PostRevisionism
Payments should be made close to the de fac to Tibetan frontier to put an end to the visits of the Jungpens to the plains concerning which serious misconceptions were current among the tribesmen and even among Tibetan official^.^^|0|PostRevisionism
New Delhi and Islamabad began exchanging protest notes asking the other to desist from entering its territory.|0|PostRevisionism
But in 1952–3 this argument would have appealed to Nehru for a variety of reasons.|0|PostRevisionism
I must thank Capt. G. A. Nevill for giving me a copy of this useful document. |1|Revisionism
He was instructed to act in concert with the Cheering Barua in his dealings with the tribal chiefs.|0|PostRevisionism
It was a matter of taking the Indians or the Chinese at their word, and in the West generally there was no hesitation.|1|Revisionism
Political pressure later made it extremely difficult for Nehru to change course, but it cannot be blamed or credited for having formed the Indian approach.|1|Revisionism
The 'statement of Tibetan claims', duly sealed by the Lonchen and datelined 10 October, was divided into six parts.|0|Traditional
He did not make very clear what would be the nature of sovereignty in this 'neutral zone'.|1|Revisionism
And for four years the Chinese Commissioners disputed and delayed the painful process. |0|Europe&America
The dispute has been largely conducted on the basis of historical material.|1|Revisionism
In a democracy, this is the only safeguard against incompetent, unscrupulous or ambitious politicians.'30|1|Revisionism
(Communist China in World Politics, Macmillan, London 1966, p. 288.) |1|Revisionism
The civilians and New Delhi soldiers had that summer convinced themselves that the Chinese would not stand up to fire; that with a whiff of grapeshot, so to speak, their menaces at the forward posts would be exposed as mere huffing and puffing.|1|Revisionism
Until Burma was separated from India, in April 1937, it extended southwards too, down to the Myitkyina district of Upper Burma.|0|Traditional
In anticipation of the approval of the India Office, the administrative arrangements for the Naga Hills received the sanction of the GovernorGeneral in Co~ncil.~~ The survey 69.|0|PostRevisionism
Japan, for instance, may become more susceptible to Chinese misperception should it acquire a more formidable military capability to extend its power beyond the home islands.|1|Europe&America
In the politicized type of warfare envisaged by Mao, the army has three types of political relationships: with the party, with the people, and with the enemy.|0|Europe&America
'Rectification of the boundary here is therefore imperative,' he concluded, and recommended as the ideal line one which would bring into India not only Tawang but a sizeable slice of Tibet above the Tawang Tract, including Tsona Dzong, another Tibetan administrative centre. The Government did not accept the full forward proposal of the C.G.S., but two years later did adopt his recommendation in so far as that looked to bringing Tawang itself within the limits of India. |1|Revisionism
Only thus could the delicate structure of buffers within buffers be preserved if and when the Chinese should be persuaded to adhere to the Convention.|1|Revisionism
By containing the CPR, to an extent that has been greater than even many of the advocates of containment realize, and in particular by denying it Taiwan, the United States has driven the CPR to make unacceptable demands on the Soviet Union, forced the two Communist allies on each other's horns, and brought out the latent incompatibilities and tensions in the SinoSoviet relationship.|1|Europe&America
In 1925, under the auspices of the Comintern, the CPC and the Indonesian Communist Party inaugurated a joint effort in Malaya; a natural division of labor was soon arrived at whereby the Indonesian party concentrated on the Malay community and the CPC on the Chinese.|1|Europe&America
He it was, and Jordan wielded considerable influence in the Foreign Office, who finally persuaded Whitehall to accept the logic of a tripartite conference, to be convened in India. |0|Traditional
In the middle and western sectors, the Chinese frontier guards will withdraw twenty kilometres from the line of actual control. |1|Revisionism
We have since gone into the question and a copy of a note showing the position in regard to this boundary is appended for your information. |1|Revisionism
Where it involved the integrity of the frontierStates political factors came into play, with Bhutan (whose proIndian Prime Minister had been assassinated in April 1964) as the softest area below the watershed.|0|Europe&America
In a Memorandum on 15 May 1938, entitled 'Tibetan Activity in the Abor Hills' which has been cited earlier in the text, Gould highlighted three points which needed clarificathough 'undoubtedly British ', Tawang had been controlled by Tibet; that 'more impressive and permanent action' was required if it was to be effectively occupied; that 'the time has come' when the policy advocated in 1914, 'and so long held in abeyance', should be carried out.|0|Traditional
In other words, the question of whether the information will penetrate or not will be conditional only on the nature of the information to the extent that it stands up to the criteria of penetration set by the existing threshold of attention. |1|Revisionism
Their disputes over the western and eastern sectors are particularly thorny and have hampered better relations for years.|0|PostRevisionism
Hopkinson's views received the concurrence of John Peter Grant, the lieutenant governor of Bengal.'6|0|PostRevisionism
In fact, he saw India's future as conditioned by the turbulences in the global arena.|1|Revisionism
But a few months later, Communist China took control of Tibet, thus creating a direct contact between China and the mountain principalities; Nehru declared his northern border policy, which adopted the McMahon line as India's border line in the northeast; internal upheavals occurred in Nepal following the revolution directed against the ruling Rana family encouraged by India for ideological political reasons; and Nepal now feared that its fate would be similar to that of Tibet.|1|Revisionism
The 'For the text of the treaty, see Foreign Policy of India:|0|Traditional
Thus Chou Enlai's 1956 offer to recognize China's McMahon Line boundaries with India and Burma was made to the Prime Ministers of both countries (after complaints from both about current Chinese maps) on account of 'the friendly relations subsisting between both countries and China'.|0|Europe&America
In political as in military war, on s'engage, puis on voit. |0|Europe&America
The latter felt, and strongly, that Chinese influence should not be allowed to extend up to the Outer Line: 'that would overawe the hilltribes of our border and dominate' all the tea gardens north of the Brahmaputra.|0|Traditional
Bell to India, 14 December 1920, No. 125 in Ibid. |0|Traditional
The next day,16 the party continued feasting in Rima.|0|Traditional
In other words, surrender still had to be unconditi onal, but the Chinese were welcome to make a preliminary visit to New Delhi in order to discuss the details of the surrender ceremony proper. |1|Revisionism
Despite offers of clemency for having betrayed his earlier mission to the Dalai Lama, Takster persisted in the original plan, eluded his observers, and successfully flew to the United States.|1|Europe&America
Diff erences of opinion were not suppressed. |1|PostRevisionism
His journey, however, convinced Lord Minto that the British could no longer afford to ignore Bhutan, and that the Chinese, having won a number of points in the recently concluded Trade Regulations negotiations, were now directing their attention towards another area of British weakness.|1|Revisionism
It intruded into their consciousness, rather rudely, a decade after India became independent. |1|PostRevisionism
For what is patent is that for nearly two decades after 1914, the dubious risk of attracting hostile Russian, and later Chinese, attention continued to be the principal reason for the nonpublication of the Simla Convention and its adjuncts, the Trade Regulations and the IndiaTibet boundary agreement.!|0|Traditional
He explained Chinese militancy as a need to externalize internal difficulties in order to distract the public's attention from them.|1|Revisionism
He underscored 139Record of conversation between Stepan Chervonenko and Zhou Enlai, 8 October 1962, cited in Sergey Radchenko, The China Puzzle: Soviet Policy Towards the People's Republic of China, 1962–1947 (PhD thesis, London School of Economics and Political Science, 2005), 28–9.|0|PostRevisionism
It is likely that the chief significance of Tibet will be a better understanding of the real nature of Chinese policy towards its frontier regions.|1|Revisionism
It should follow the latter range including all the drainage area in the Dibang in the British territory1= to some point-.-whence the frontier in the Abor section should strike off to cross the Dihang to Tsangpo. |0|PostRevisionism
The British eventually relented, and after some delays Hedin was allowed to enter Chinese territory from the barren wastes of the extreme northeast of Ladakh without a passport.|1|Revisionism
Amusingly , he did not want to be photographed with his wife.|0|Traditional
Thus, he talked of nonalignment and the Panch Sheel Agreement in one breath, the latter to be an example to other nations of how foreign policy should be conducted, based on values of peace, friendship, and the recognition that there is no reason why rival ideological and economic and social theories should not grow up and learn to live and let live (quoted by Karanjia, 1960, 87).|1|Revisionism
Any analysis of India–China relations inevitably and necessarily begins with the border problem. |1|PostRevisionism
These refer to, among other things, different dynasties (the Tang, Han, Ch‟in, etc), corruption, communism, civil war, agriculture, and banditry.|0|PostRevisionism
The theoretical view taken by Moscow was basically similar: 2 The peaceful coexistence of states with different social systems presupposes an unremitting ideological, political and economic struggle between the two social systems, the dass struggle of the working people inside the countries of the capitalist systeminduding armed struggle when the people find that necessayand the steady advance of the national liberation movement of the peoples of the colonial and dependent countries. |0|Europe&America
Statistical analysis reveals that the change in Chinese hostility explains 51.% of the change in India's hostility toward China, which confirms a positive and strong connection between the mutual reactions of hostility.|1|Revisionism
Hearing this, Beesa had sent to him musket ball and a flint with a message-'if you are a man, come on.'|0|PostRevisionism
The proceedings of the GovernorGeneral in Council could not but attract the serious attention of the authorities in EnglandasG|0|PostRevisionism
By the time this news of the sheikh's volte face reached Delhi his accession had already been accepted.|0|PostRevisionism
Nehru advised his countrymen to keep calm and not to do anything in excitement which might lead India into difficulties.|0|Traditional
Although the idea of an economic competition between India and the CPR, presumably for the hypothetical honor of providing a model for the rest of Asia, has been greatly overworked, it is true that the CPR has always asserted loudly that Nehru's approach to economics would produce neither socialism nor development.|1|Europe&America
There was a renewed outcry against the Government's policy, which had from the beginning been much criticized for its acquiescence in China's moves in Tibet.|1|Revisionism
The disaffection of these troops emerged in recorded questions and complaints such as, Where did the food go?|1|Europe&America
Between 1865 and 1877 the whole of Kashgaria, and hence the whole of Chinese Turkestan bordering on British India, was free of all Chinese authority.|1|Revisionism
Therefore, as a rule the natural features of a traditional customary line follows different natural features in different sectors in accordance with the actual situation throughout the years of administrative jurisdiction and activities of the inhabitants of a country, and there is no reason why it should precisely run along the single feature of watersheds. |0|Europe&America
PANCHSHEEL AND AFROASIAN COOPERATION 53 the Chinese leaders were rather slow to materialise and were usually left to other members of the Indian Cabinet, especially to Krishna Menon, at that time Minister without Portfolio.|0|Europe&America
Firstly, from the newly acquired territory 1n the Pamirs the Russians could cross the Beyik Pass into the Taghdumbash Pamir and thence strike at the passes leading southwards from the valleys of the Karachukur and Uprang Rivers.|1|Revisionism
In relation to these stretches of inhabitable land, the population density was higher only along certain river valleys.|0|Traditional
The most senior of the three, Pant, had, at least formally, a degree of control over the main intelligence organization, as the Intelligence Bureau was part of the Home Ministry.|1|Revisionism
The POWs were released by India after the Simla Agreement. |0|PostRevisionism
The Panchen Lama since O'Connor's visit to Shigatse had shown himself consistently well disposed towards the British, though reluctant to show his feelings too publicly for fear of reprisals from the Chinese and Tibetan authorities in Lhasa.|1|Revisionism
She has been closely linked with India because to the south she sent her most important export, mercenary soldiers, and from the south she has obtained the material for her own army, a source of national pride and, until See Cammann (1951) & Kunwar, in Eng.|1|Revisionism
It was agreed that the composition of the constituent assembly would not be mentioned.|0|PostRevisionism
Thus, when the necessity to evaluate the importance or reliability of a message arises, there is a tendency to decide on the basis of the target of the message: Was it a speech directed at public opinion outside the State, or a message meant for the domestic public, or what?|1|Revisionism
They will know that the old British posts, which were primarily information posts and which they assumed once were adequate to defend them there, have no meaning today when they face not tribal people or peaceful Tibetans but one of the most powerful people on earth, ruthless, most intelligent in its leadership and militarily highly organized.'|0|Traditional
Open border has provided safe passage to criminals and terrorists.|0|PostRevisionism
But Nehru gave them positive expression: in India's support for the emergent nations which the retreating tide of imperialism was discovering in Asia, and increasingly in Africa; and in outspoken opposition to policies of racial discrimination.|1|Revisionism
By 1883 it was considered safe to lift the embargo against the residence of women and children at Kohima ; the sepoys of the regiment were allowed to take their families with them on transfer to that station.|0|PostRevisionism
At least some of these variables are by nature deterministic.|1|Revisionism
India regarded the McMahon Line as a settled boundary.|1|PostRevisionism
The conflict of 1962 was born out of these claims. |0|Traditional
The mountain of Paektu San, from the slopes of which the Yalu and the Tuman flow respectively west and east to delineate the boundary, has been claimed in maps and statements by both China and Korea, with some indication of Soviet support for the latter.|0|Europe&America
These had resulted in armed clashes in the past, and would no doubt do so again.|1|Revisionism
These are probably the countries in which residual European influence is the greatest. |1|Europe&America
A fundamental incompatibility existed between diplomatic proposals over Chou's signature and the ad hominem attacks on Nehru as a liar, swindler, double dealer, and lackey of U.S. Imperialism. |1|Europe&America
That was one good reason for reappraising Nehru's refusal to meet Chou Enlai.|1|Revisionism
He was challenged by the oppos ition in Parliament, but the impact of this oppos ition was minor.|1|Revisionism
Professor Ernest R. May, one of the foremost diplomatic historians of his times, wrote an instructive work on 'The Use and Misuse of History' in American Foreign Policy entitled, aptly, 'Lessons' of the Past. |1|PostRevisionism
The difficulties between the Defence Minister and the Chief of Army Staff had been at bottom ' temperamental' differenc es, which were ' trivial and of no consequence' , he said.|1|Revisionism
The CPC did the same three months later.|1|Europe&America
This proposal was made in a paper written by MajorGeneral Sir John Ardagh, an old India hand who was by then Director of Military Intelligence on the British General Staff, and submitted to the Foreign Office and India Office on January 1st, 1897.|1|Revisionism
The best answer to the English critics of his Tibetan policy, Morley thought, was a tranquil IndoTibetan border.|1|Revisionism
He was at once prime minister, minister of External Affairs, head of the Atomic Energy Commission, head of the Planning Commission, leader of the Congress Party and, as such, a member of the various party bodies formal and informal, a member of Parliament, and a sort of Indian ambassador at large who was frequently away from home on missions of mediation and conciliation.|1|Revisionism
We had a friendly Tibet which gave us no trouble.|0|Traditional
PLA behavior revealed an illuminating mixture of constraints against both supporting the radicals and suppressing them.|1|Europe&America
The Chinese advanced menacingly close to one of the Indian posts, disregarding orders to halt and back off, and the garrison opened fire at pointblank range.|1|Revisionism
There being 'no better way of securing fealty of these hillmen', the LieutenantGovernor sanctioned the grant in spite of the opposition of Major Graham, the Deputy Commissioner Darrang.24 Medhi's subsequent prayer for raising his claims to two hundred puras was however refused on the ground that the earlier grant remained unutilised.|0|PostRevisionism
Bailey says: Nevill backed us up splendidly .|0|Traditional
He repeated his earnest intention of bringing about a satisfactory settlement and asked me to explain to the Indian Government the difficulties with which the Chinese were faced. |0|Traditional
Neither was there room to assume that China would focus its moves on the western sector where it was in the superior position and would avoid the eastern sector where India had control. Again, Nehru did not make the appropriate connections between events. |1|Revisionism
The country between the two lines is very sparsely inhabited and is mostly dense jungle. |0|Traditional
Even after Tibetan influence reached Ladakh, the latter never constituted an integral part of Tibet.|0|Traditional
While this has led to greater economic opportunity for them, to many Tibetans there is a feeling that their land has been invaded and that they are discriminated against by the ruling Chinese.|0|PostRevisionism
Third, that a British officer should be stationed for at least several months at Tawang.|1|Revisionism
Although the Indian government did not treat him as the head of a government in exile or support his pleas to the United Nations, since it did not recognize the independence of Tibet, it showed him every other mark of courtesy and sympathy.|1|Europe&America
If Tibet had been a sovereign state in 1914, with full treaty making powers, then she was a sovereign state in 1950: and the Chinese were indeed Teichman (1922), p. 168. |1|Revisionism
If so, the delay in announcing his death was presumably designed to give his successors time to reorganize themselves and take steps to ensure their own security.|1|Europe&America
T he dates had no military significance; there was no question of synchronization with operations in other sectors.|1|Revisionism
This piece of territory corresponds in size to the Chekiang Province of China and is as big as 90,000 square kilometres.|0|Europe&America
But its most detailed elaboration came much later in a work of advocacy of the Indian approach disguised as scholarship, writ-ten by an Indian official who had been closely involved in his government's handling of the border dispute, T S Murty. |1|Revisionism
The compromise was accepted by the Tibetans after the British Plenip otentiary promised to pressure the Chinese government to approve the demarcation of the border between Tibet and China.|0|Traditional
In the struggles with Chang Yintang the British officers on the Tibetan frontier were endeavouring to oppose the increase in Chinese influence and prestige which was now the unmistakable object of Manchu policy in Central Asia.|1|Revisionism
As these variables were connected with intense personal and national commitments, they enhanced tendencies toward rigidity in perceptions and attitudes and a preference to manipulate dissonant information such that it protected national role concepts. |1|Revisionism
American support to nonalignment became even more marked when Kennedy took over in 1961, and started conscious efforts to consolidate nonaligned opinion.|0|Traditional
Not only the Beesa Gaum, but several other chiefs made their unconditionali submission, all surrendering their arms and slaves numbering about 1400.''|0|PostRevisionism
Indian troops would thus be positioned behind the PLA, just as in Ladakh where Indian forces had moved behind the Chinese outposts to contest Peking's claim to de jure ownership by de fac to occupation.|1|Europe&America
China's reactive use of force was justified, stra-tegically and politically, indeed Indian policy had left Beijing no realistic alter-native.|1|Revisionism
They feared that this might well be the first stage in long term Chinese ambitions to expand south of the Himalayas.|0|PostRevisionism
Protecting China's position with a policy of evasion and procrastination-to which succeeding governments in China, down to the present, have adhered with considerable success-the Chinese and Tibetans thwarted British objectives. |0|Europe&America
Modern Indonesia Project, 1961, pp. 4448. |1|Europe&America
Williamson was authorized to visit more frequently in the strip between the 'Inner' and 'Outer Lines', but was formally warned not to cross the 'Outer Line' without express permission from Government.|1|Revisionism
This would indicate that China had accepted the McMahon Line as conhrming to the factual situation, but that she now wants a revision of the existing frontier.|0|Traditional
Considering, however, such an extreme measure as deposition as inexpedient, it was resolved on 23 February 1835, to confiscatb his possessions in the.|0|PostRevisionism
There was no serious threat by the French to the Chinese frontier or to Chinese territory, nor did the portion of China bordering on Indochina contain a substantial industrial network.|1|Europe&America
He called upon the zimmadars in the neighbourhood to make every endeavor to apprehend the offenders; the latter dared not to cany out the order, for they dreaded most the anger of so powerful a village as Dekronggiri.|0|PostRevisionism
These trends were supported and enhanced by the cognitive structure of the mind of this brilliant politician and statesman.|1|Revisionism
To Assume Command; Indian Army Poised for AllOut Effort6 October, 1962 |1|Europe&America
True, on the Tibetan issue these representatives had taken a proChinese stand, but now they could claim that the situation was different since India's territorial integrity was at stake.|1|Revisionism
China's claims and assertions kept changing.|1|PostRevisionism
IOR, L/P&S/22/3 ; PZ, 99911920 Webster, to Foreign Secretary, Government of India, 10 September 1919. |0|PostRevisionism
All that he would disclose by way of explanation was that the political situation called for immediate intervention of the Government of India as foreshadowed by Dr. Keskar. |0|Europe&America
Again, the Panchen, who in the Dalai Lama's absence had played a somewhat compromising role, was keen to mediate between the Chinese and the Tibetans, hoping thereby to ingratiate himself with the master of the Potala.|0|Traditional
It underlined that Pakistan was prepared to discuss a plebiscite or referendum in Any State or states ...|0|PostRevisionism
In either format Nehru's dominance on issues of foreign policy was seldom unchallenged.|0|PostRevisionism
While British diplomats like Hardinge might have been urging an AngloRussian rapprochement since 1903, and while their views might have been shared by some Russians at that date, the actual initiation of serious negotiations was not possible until, as A. J. P. Taylor has observed, the mood of Russia changed.|1|Revisionism
The Indian authorities are clearly mistaken in thinking that China will succumb to the armed threat of India.72 |1|Europe&America
A wellthoughtout strategy will seek to create long term conditions that will preclude the outbreak of crises.|0|PostRevisionism
If properly trained and disciplined, he was confident, such a corps would be competent to meet any emergency.|0|PostRevisionism
From Sir F. Younghusband's letter of 30th August it appears that the first Chinese post is Suget, and that Suget appears to be regarded as under Chinese jurisdiction. |1|PostRevisionism
This allowed a British trade agent to reside at Gyantse, a town about half way between Lhasa and the Indian border.|1|Revisionism
'In the last 18 months the Indian Army has established scores of new outposts, built hundreds of miles of mountain tracks and developed a vast logistic complex to supply and reinforce the troops in several sectors more speedily than the Chinese could manage in the event of a crisis.|0|Traditional
Scholarly documentation seldom exists for the inner assumptions and workings of the policy process in governments, particularly one as remote from direct examination as that of China.|1|Europe&America
The Akas, the Mijis and other tribes in the east were called by theTibetans as Lobas. |0|PostRevisionism
It would be unwise, however, to dismiss the implications of the Manchu tributary system, at least in relation to the Himalayan states, as of no more than theoretical interest.|1|Revisionism
A careful examination of this note suggests that Tibetan acceptance of the McMahon Line was not unqualified.|1|Revisionism
CONSEgUENCES OF COMMUNISM Soviet failure to implement the Karakhan Declaration, however much it rankled, could only confirm the Marxist belief in power politics.|0|Europe&America
Nor could Laik make good on his other assurances: Indian currency continued to be banned; restrictions on the export of metals remained; and there was no announcement regarding the loan to Pakistan.|0|PostRevisionism
Hertz's expedition pointed to some important conclusions.|0|Traditional
Although the CPC had not especially improved its political position with respect to the Nationalists, the United States, or the Soviet Union, and although it had suffered some tactical defeats and humiliations, it had demonstrated its willingness to take preemptive action when it feared a Nationalist attack.|1|Europe&America
White rightly suggested that the detachment should be located at a central position in the hills close to the boundary lines.''|0|PostRevisionism
As for Ladakh, Nehru came forward with the suggestion that the Government of India was prepared to withdraw all its personnel to the west of the line, which the Chinese Government had shown as the international boundary in their 1958 maps, if the Chinese Government withdrew their personnel to the east of the traditional boundary shown on official Indian maps.|0|Traditional
Then to the south running just west of Donkyr to a point where Hwang Ho rounds east corner of Machin range and along eastern limits of Gyarong, Gyakog, Chagyet to Tachienlu which remains in Tibet.|0|Traditional
He wrote: I agree that the position as it was before the recent disputes arose should be re-spected by both sides and that neither side should try to take unilateral action in exercise of what it conceives to be its right. |1|Revisionism
Incidents were provoked in the different sectors so that New Delhi was left guessing about the next venue of operations.|0|Traditional
B. M. Kaul, Chief of General Staff, visited Tezpur which was then the operational headquarters of the defence network in NEFA. |0|Traditional
In his letter to Chou Enlai, dated September 26, he wrote: I must frankly say that your letter of the|0|Traditional
In addition two separate developments, one on Taiwan and the other in Thailand, commanded the attention of analysts in Peking responsible for responding to threats against the People's Republic. |1|Europe&America
This latter fact becomes all the more important if present Chinese determination to reabsorb Tibet as a Province of China succeeds.|1|PostRevisionism
These needs in Nehru's case called for minimal changes in his conceptual system.|1|Revisionism
The second part defined the boundaries of Tibet thus: On the north the Kuen Lun range, the Altyn Tagh with the Ho Shili range, the Bakang Poto range. .|0|Traditional
The weakening of authority on the periphery of the Chinese Empire-in evidence even before the T'aiping rebellion of 185065-had given Tibet the conveniences of nominal Chinese suzerainty with very little restraint on freedom of action.|0|Europe&America
The trade of Burma will also gain much by possibility of communication between Calcutta and Mandalay. |0|PostRevisionism
In January 1922, Government of Assam was informed that the Retrenchment Committee wanted to ascertain the total amount of expenditure from Central Government incurred on Sadiya and Balipara Frontier Tracts and the amount of saving likely to be effected by withdrawal, if'withdrnwal should be possible.36 In its telegram on 3 February Assam Secretariat furnished the figures of savings, but failed to submit the considered views of the extent to which a withdrawal from the tract was possible oi desirable.|0|PostRevisionism
Ningroola was certainly aggrieved when the guard at Ningroo connived at the flight of the captives whom he procured at great pains and expense from Burma.|0|PostRevisionism
For the Chinese version see Hsinhua, Supplement No.59, 21 November 1950 government which has a natural interest in the solution of problems concerning its neighbours by peaceful methods. |0|Traditional
